NUPATRIMONIO	SITUACAO	MARCA	CDLOCAL	MODELO	COR	DTAQUISICAO	DEHISTORICO	CDMATRFUNCIONARIO	CDPROJETO	USUARIO	DTOPERACAO	NUMOF	CODOBJETO	FLCONFERIDO
1768	EM USO	LG	1			<null>	SERVIDOR	133838	195	RYAN	01/11/2024	45900	670	N
1769	EM USO	SAMSUNG	1			<null>		133838	195	RYAN	09/08/2024	44233	664	N
1787	Á DISPOSIÇÃO	CLEANER	1431			<null>	GARAGEM - 220V	133838	200	RYAN	05/08/2024	45608	42	N
1829	Á DISPOSIÇÃO	LAVOR	1642	PRO KRONOS 23 22L 127V		<null>		185895	999915	TIAGOP	07/10/2025	<null>	1191	N
1836	CONSERTO	CLEANER	1642			<null>	GARAGEM (DEFEITO) - 220V	185895	999915	TIAGOP	21/11/2025	45608	42	N
1839	BAIXA	CLINER	3	CL 300		14/06/2017	BAIXA	1297	487	BEA.SC	11/11/2025	<null>	<null>	N
1845	BAIXA	METALMIX	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
1851	BAIXA		4631	EXTENCIVA 18 DEGRAUS		<null>		133838	463	BEA.SC	12/11/2025	<null>	<null>	S
1863	EM USO	LAVOR	1	KRONOS 23 1400 W - 110 V		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
1873	EM USO	CLEANER	1571			<null>	SAíDA DA MATRIZ 22/12/2024	133838	736	RYAN	28/02/2025	45412	343	N
1882	BAIXA	LAVOR	1	KRONOS 23 1400 W -110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
1912	BAIXA	SCHUELER	1			<null>	110V - BAIXA SOLICITADA POR BRUNO, PELO WHATSAPP	133838	100001	RYAN	27/03/2025	44136	351	N
1931	EM USO	DELL	1			<null>		133838	195	RYAN	09/08/2024	44233	667	N
1941	Á DISPOSIÇÃO	DELL	1			<null>	DEFEITO - DESLIGA APÓS UM TEMPO LIGADO	133838	195	RYAN	09/08/2024	44233	667	N
1945	EM USO	DELL	1			<null>		133838	195	RYAN	09/08/2024	44233	667	N
1948	EM USO	DELL	1			<null>		133838	195	RYAN	09/08/2024	44233	671	N
1955	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
2000	EM USO		4631	CABO PP		20/09/2017	SPU	133838	463	TEIXEIRA	30/04/2019	<null>	<null>	S
2001	EM USO		4632	CABO PP		20/09/2017	SAMF	133838	463	TEIXEIRA	30/04/2019	<null>	<null>	S
2002	EM USO		1	EXTENSAO 50 METROS		20/09/2017	PFN	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2003	EM USO	ELECTROLUX	1			15/09/2017	PFN	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2004	EM USO		1	ABRIR 06 DEGRAUS		15/09/2017	PFN	133838	463	TEIXEIRA	22/04/2019	<null>	<null>	N
2005	EM USO		1			15/09/2017	SAMF	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2006	EM USO	CLEANER	1			15/09/2017	SAMF	133838	463	TEIXEIRA	22/04/2019	<null>	<null>	N
2007	EM USO		1			15/09/2017	SAMF	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2008	EM USO		1			15/09/2017	SAMF	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2009	EM USO		1			15/09/2018	SAMF	133838	463	BEA.SC	03/12/2025	<null>	<null>	N
2181	Á DISPOSIÇÃO	CLEANER	1431			<null>	GARAGEM (DEFEITO) - 220V	133838	200	RYAN	05/08/2024	45608	43	N
2283	EM USO		1398	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	44079	239	N
2384	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2387	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2389	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	110V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2390	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2437	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	24/09/2024	45608	449	N
2438	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	24/09/2024	45608	449	N
2461	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2464	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2465	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V	133838	200	RYAN	02/08/2024	45608	587	N
2468	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2470	Á DISPOSIÇÃO	ELECTROLUX	1642	ELECTRO		<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2497	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	24/09/2024	45608	449	N
2515	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
2522	BAIXA		133			<null>	#NOME?	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
2547	EM USO		1			<null>		133838	197	RYAN	10/07/2025	44244	720	N
2619	EM USO		1066	5 DEGRAUS		<null>		133838	379	BEA.SC	03/09/2025	44079	239	N
2651	Á DISPOSIÇÃO	KARCHER	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	635	N
2683	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
2723	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V	133838	200	RYAN	02/08/2024	45608	587	N
2733	BAIXA	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V - EQUIPAMENTO DESCARTADO	133838	200	BEA.SC	19/11/2025	45608	587	N
2735	EM USO	DELL	1			<null>	MATRIZ RH - VITOR	133838	8	RYAN	03/09/2024	44136	185	N
2776	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2777	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2815	EM USO	WAP	2045	AERO PLUS 1300W 230V		1899-12-30		133838	377	BEA.SC	31/10/2025	<null>	140	N
2829	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
2879	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO)	133838	200	RYAN	02/08/2024	45608	144	N
2962	EM USO		1081	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	<null>	239	N
2979	CONSERTO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3055	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	110V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3064	BAIXA	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V - EQUIPAMENTO DESCARTADO	133838	200	BEA.SC	19/11/2025	45608	587	N
3067	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
3088	EM USO		1			<null>		133838	100001	BEA.SC	03/12/2025	44136	409	N
3110	EM USO	PHILIPS	1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	531	N
3126	EM USO	AOC	3			<null>	RHSC	133838	530	RYAN	01/07/2024	44136	440	N
3127	CONSERTO	ELECTROLUX	1642			<null>		185895	999915	TIAGOP	01/12/2025	45608	144	N
3135	EM USO		220			<null>		133838	631	BEA.SC	28/08/2025	53196	1191	N
3145	EM USO	PHILIPS	1431			<null>	OPERACIONAL	133838	200	RYAN	30/07/2024	45608	531	N
3146	EM USO	PHILIPS	1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	531	N
3166	EM USO		1905	DE ALUMINIO 6 DEGRAUS		14/08/2025		133838	888	BEA.SC	14/08/2025	50309	239	N
3229	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
3235	Á DISPOSIÇÃO	LAVOR	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	633	N
3277	Á DISPOSIÇÃO	KARCHER	1431			<null>	GARAGEM - 110V	133838	200	RYAN	02/08/2024	45608	635	N
3281	BAIXA	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - EQUIPAMENTO DESCARTADO	133838	200	BEA.SC	19/11/2025	45608	144	N
3305	BAIXA	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V - EQUIPAMENTO DESCARTADO	133838	200	BEA.SC	19/11/2025	45608	587	N
3314	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3315	EM USO		1418			28/02/2024		133838	379	RYAN	30/04/2025	43082	1059	N
3316	EM USO		1309	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	<null>	239	N
3319	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
3323	BAIXA		1431			<null>	EQUIPAMENTO DESCARTADO - BAIXA	133838	200	BEA.SC	22/10/2025	<null>	<null>	N
3355	Á DISPOSIÇÃO	WAP	1642	ATACAMA SMART 2200		01/12/2025		185895	999915	TIAGOP	01/12/2025	<null>	144	N
3366	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>		185895	999915	TIAGOP	01/12/2025	45608	144	N
3382	EM USO		674	350MM BIVOLT		<null>		133838	773	BEA.SC	11/09/2025	53212	126	N
3390	BAIXA		1			<null>	MODELO ANTIGO / DESCARTADO	133838	8	RYAN	06/05/2025	44136	154	N
3404	EM USO		1429			<null>		133838	721	RYAN	23/08/2024	45507	396	N
3453	EM USO		657			<null>		133838	773	BEA.SC	10/09/2025	53212	115	N
3456	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 110V	133838	200	RYAN	02/08/2024	45608	587	N
3489	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3498	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	24/09/2024	45608	449	N
3499	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	24/09/2024	45608	449	N
3504	EM USO		1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	206	N
3514	BAIXA	HENRY	1			<null>	DESCARTADO	133838	8	RYAN	06/05/2025	44136	807	N
3640	BAIXA		1			<null>	BAIXA INFORMADA POR BRUNO AZEVEDO (WHATSAPP)	133838	8	RYAN	18/03/2025	<null>	1097	N
3655	EM USO		1118	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	44079	239	N
3663	EM USO		1431			<null>	OPERACIONAL - SEM 1 ENCOSTO	133838	200	RYAN	30/07/2024	45608	476	N
3670	EM USO		1305	ALUMINIO 7 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	43942	239	N
3675	Á DISPOSIÇÃO	ELECTROLUX	1431			<null>	GARAGEM - 220V	133838	200	RYAN	02/08/2024	45608	587	N
3889	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3901	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3908	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	21/11/2025	45608	587	N
3950	EM USO		1311	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	<null>	239	N
3972	EM USO		1290	5 DEGRAUS		<null>		133838	379	BEA.SC	04/09/2025	<null>	239	N
3979	Á DISPOSIÇÃO	CLEANER	1431			<null>	GARAGEM (DEFEITO) - 220V	133838	200	RYAN	05/08/2024	45608	42	N
3998	Á DISPOSIÇÃO	CLEANER	1642			15/07/2025		185895	999915	TIAGOP	02/12/2025	<null>	344	S
4021	EM USO		2059			<null>	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	<null>	1017	S
4023	EM USO		2034			<null>		133838	8	BEA.SC	16/10/2025	44136	403	N
4025	EM USO		2038			<null>	SALA ANDRÉ	133838	8	BEA.SC	31/10/2025	<null>	251	N
4026	EM USO		2020			<null>	FINANCEIRO - SERGIO	133838	8	BEA.SC	07/11/2025	44136	474	N
4029	EM USO		2038	AÉREO 5 PORTAS		<null>	SALA ANDRÉ	133838	8	BEA.SC	29/10/2025	<null>	599	N
4041	EM USO		2038	DUAS PORTAS		<null>	SALA ANDRÉ	133838	8	BEA.SC	29/10/2025	<null>	738	N
4046	EM USO		2034			<null>		133838	8	BEA.SC	16/10/2025	44136	315	N
4068	EM USO		2034			<null>		133838	8	BEA.SC	16/10/2025	44136	315	N
4083	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4093	BAIXA		121			<null>	BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4098	EM USO		1969			<null>	STI - LEONARDO BRAUN	133838	8	RYAN	10/06/2025	44136	389	N
4101	Á DISPOSIÇÃO	MALLONY	1642	GOLF 1300W		02/12/2025	220V	185895	999915	TIAGOP	02/12/2025	<null>	124	N
4102	EM USO	MALLORY	2039	GOLF 1300W		<null>	SALA VILMAR	133838	8	BEA.SC	21/10/2025	<null>	1191	N
4116	Á DISPOSIÇÃO	EPSON	1645			<null>		133838	877	RYAN	01/11/2024	47361	923	N
4117	Á DISPOSIÇÃO	EPSON	1645			<null>		133838	877	RYAN	01/11/2024	47361	923	N
4201	BAIXA		801			<null>	OK - CASSIO	7808	463	BEA.SC	12/11/2025	<null>	<null>	N
4202	BAIXA		801			<null>	OK - CáSSIO	7808	463	BEA.SC	12/11/2025	<null>	<null>	N
4203	BAIXA	PROMESUL	2			<null>	OK - C/ CáSSIO	7808	463	BEA.SC	12/11/2025	<null>	<null>	N
4204	EM USO	CONTROL ID	1536	ID CLASS BIO PROX		<null>		133838	739	BEA.SC	03/09/2025	<null>	154	N
4208	BAIXA	WAP	1429			<null>		133838	721	ABIGAIL	15/08/2025	53248	<null>	N
4209	BAIXA		121			<null>	BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4220	EM USO		1			01/06/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4222	EM USO		2056	BEBEDOURO DE ÁGUA PARA BOMBONA		<null>		133838	999914	BEA.SC	21/11/2025	<null>	488	S
4256	EM USO		2059			<null>	SALA COMERCIAL	133838	8	BEA.SC	01/12/2025	<null>	389	S
4292	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4295	EM USO		1			23/09/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4299	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4301	EM USO		1			01/01/2001		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4302	EM USO		1			1899-12-31		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4303	Á DISPOSIÇÃO	HP	1969			11/12/2011	ESTOQUE TI	133838	8	RYAN	10/06/2025	44136	517	N
4305	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4306	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4307	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4308	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4309	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4310	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4311	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4312	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4313	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4314	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4315	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4316	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4317	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4318	EM USO		1			16/12/2011		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4319	EM USO		1			24/01/2012		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4320	EM USO		1			03/04/2012		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4365	Á DISPOSIÇÃO		101			<null>	ADRIANA TROUXE DA FUNASA ARAQUARI EM MAIO 2015. ESTá AQUI NA SEDE.	7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4367	EM USO		101			<null>	ADRIANA TROUXE, FIM DO PROJETO FUNASA ARAQUARI. ESTá NA SEDE.	7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4368	EM USO		101			<null>	OK - C/ JANETE	7808	457	BEA.SC	03/12/2025	<null>	<null>	N
4369	EM USO		101			<null>	OK - C/ JANETE	7808	457	BEA.SC	03/12/2025	<null>	<null>	N
4370	EM USO	0	1			01/08/2011	0	133838	530	BEA.SC	03/12/2025	<null>	<null>	N
4401	EM USO		1			12/08/2014		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4428	EM USO		1			24/01/2014		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4429	EM USO		1			27/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4431	EM USO		1			07/06/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4436	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4438	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4439	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4440	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4442	BAIXA		502			<null>	OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4443	BAIXA		502			<null>	OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4444	BAIXA		510			<null>	OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4445	Á DISPOSIÇÃO	ELECTROLUX	1642			<null>	220V	185895	999915	TIAGOP	26/08/2025	44136	377	N
4446	BAIXA		517			<null>	OK - C/CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4447	BAIXA		5			<null>	ESTAVA BB. OK - C/CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4448	EM USO		1077			<null>		133838	379	BEA.SC	20/08/2025	44079	124	N
4449	BAIXA		502			<null>	OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4450	BAIXA		502			<null>	DEVOL. P/ PAULO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4459	Á DISPOSIÇÃO	LAVOR JAGUAR	101	AMARELO		<null>	VEIO DO CONSERTO 02/06/15. LUPAC R$ 240,00.	7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4463	EM USO	0	1	0		<null>	0	7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4464	EM USO	ELECTROLUX	121		AMARELO	16/10/2017	SR. PAULO FIO 10/2017	133838	487	BEA.SC	03/12/2025	<null>	<null>	N
4465	Á DISPOSIÇÃO		1			<null>		7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4466	BAIXA	ELECTROLUX	121			<null>	10/07/15 - MOTOR, 02/12/15 - FIO SOLTO, 10/16 LUPAC, - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4467	EM USO		1			<null>		7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4469	BAIXA		4			<null>	ESTAVA BB. OK - / JANETE - BAIXA	7808	487	BEA.SC	11/11/2025	<null>	<null>	N
4471	EM USO		1			<null>		7808	530	BEA.SC	03/12/2025	<null>	<null>	N
4473	BAIXA		501			<null>	OK - CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4477	EM USO		1			06/05/2016	SETOR DE COMPRAS	7808	195	BEA.SC	03/12/2025	<null>	<null>	N
4479	BAIXA		121			<null>	FOI NO CONSERTO ELET. ESPINDOLA EM 06/05/15. MOTOR. VOLTOU PARA CEF AGR. OK - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4480	BAIXA		134			<null>	#NOME?	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4481	EM USO		1			10/05/2010		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4484	BAIXA		39			<null>	OK - C/ CáSSIO - NãO ESTAVA NO LOCAL - BAIXA	7808	492	BEA.SC	11/11/2025	<null>	<null>	N
4487	BAIXA		5			<null>	ESTAVA BB.  OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4488	BAIXA		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4489	BAIXA		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4490	BAIXA		5			<null>	ESTAVA BB.   OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4491	BAIXA		4			<null>	ESTAVA BB OK - C/ JANETE - BAIXA	7808	487	BEA.SC	11/11/2025	<null>	<null>	N
4492	EM USO		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4493	BAIXA		5			<null>	ERSTAVA BB.   OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4494	BAIXA		5			<null>	ESTAVA BB OK - CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4495	BAIXA	ELECTROLUX	1431			<null>	GARAGEM (DEFEITO) - 220V - EQUIPAMENTO DESCARTADO	133838	200	BEA.SC	19/11/2025	45806	587	N
4496	BAIXA		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4497	BAIXA		4			<null>	OK - C/ JANETE. ESTAVA BB - BAIXA	7808	487	BEA.SC	11/11/2025	<null>	<null>	N
4504	BAIXA		103			<null>	BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4505	BAIXA		121			<null>	BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4508	BAIXA		5			<null>	ESTAVA BB.  OK - C/CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4509	BAIXA		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4550	Á DISPOSIÇÃO	SAMSUNG	1969			<null>	ESTOQUE TI	133838	8	RYAN	10/06/2025	44136	421	N
4612	BAIXA		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4613	Á DISPOSIÇÃO	ELECTROLUX	1		CINZA	<null>	LUPAC GERAL 10/2017.	7808	8	BEA.SC	03/12/2025	<null>	<null>	N
4615	EM USO		5			<null>	ESTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4616	EM USO		5			<null>	ESTAVA BB. OK - C/ CáSSIO	7808	487	BEA.SC	03/12/2025	<null>	<null>	N
4617	EM USO		1311			<null>		133838	379	BEA.SC	20/08/2025	44079	124	N
4618	BAIXA		5			<null>	ERSTAVA BB. OK - C/ CáSSIO - BAIXA	7808	487	BEA.SC	12/11/2025	<null>	<null>	N
4619	BAIXA		4			<null>	ESTAVA BB. OK - C/ JANETE - BAIXA	7808	487	BEA.SC	11/11/2025	<null>	<null>	N
4620	BAIXA		4			<null>	ESTAVA BB. OK - C/ JANETE - BAIXA	7808	487	BEA.SC	11/11/2025	<null>	<null>	N
4731	EM USO		1			12/08/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4737	EM USO		1			18/10/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4738	EM USO		1			22/09/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4739	EM USO		1			22/09/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4740	EM USO		1			22/09/2013		133838	8	BEA.SC	03/12/2025	<null>	<null>	N
4742	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - MARIA HELENA	135583	8	BEA.SC	14/11/2025	44136	151	N
4760	EM USO	D-NET	1969			<null>	STI - MATRIZ	133838	8	BEATRIZ.SC	13/06/2025	44136	538	N
4761	EM USO		1967			<null>	PUXADINHO - SILMARA	133838	8	BEA.SC	14/11/2025	44136	151	N
4762	BAIXA	ITAUTEC	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	1038	N
4763	EM USO		2031			<null>	JOVENS COMPRAS	133838	8	BEA.SC	15/10/2025	44136	151	N
4764	BAIXA	ITAUTEC	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	1038	N
4769	EM USO		1515			<null>	OC DE CONSERTO	133838	777	RYAN	29/10/2024	47260	151	N
4777	EM USO	LENOVO	1969			<null>	JOÃO - STI	133838	8	BEA.SC	04/11/2025	44136	98	N
4779	EM USO	ACER	2053			<null>	MATRIZ COMERCIAL - PATRICIA - HOMME OFFICE	133838	8	BEA.SC	01/12/2025	44136	173	S
4782	BAIXA	DELL	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	402	N
4783	EM USO	PHILLIPS	2053			<null>	MATRIZ COMERCIAL - FABIANA	133838	8	BEA.SC	14/11/2025	44136	531	N
4784	EM USO	DELL	2032			<null>	SALA DO BOSCO	177228	8	BEA.SC	15/10/2025	44136	402	N
4785	BAIXA		1			<null>	CPU DESCARTADA	133838	8	BEA.SC	27/10/2025	44136	151	N
4786	BAIXA	SAMSUNG	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	421	N
4788	BAIXA	DELL	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	402	N
4789	BAIXA	DELL	1			<null>	BAIXA 18/12/2024 - MONITORES DANIFICADOS GUARDADOS NA CASA	133838	8	RYAN	19/12/2024	44136	402	N
4790	EM USO		4			<null>	RH SC	133838	8	BEA.SC	20/10/2025	44136	151	N
4863	Á DISPOSIÇÃO	CLEANER	1431			<null>	GARAGEM - 220V	133838	200	RYAN	05/08/2024	45608	42	N
